FID,MONTH,YEAR,SURVEY_NAM,LATITUTDE,LONGITUDE,PRESENCE_A,H_UNINERVI,SEDIMENT,SURVEY_MET,TIDAL,DEPTH
21431,November,2015,Gladstone,-23.91868,151.34944,Present,Yes,Sand,Helicopter,subtidal,0.653482974
21430,November,2015,Gladstone,-23.91586,151.34667,Present,Yes,Sand,Helicopter,subtidal,0.880805016
21112,November,2015,Gladstone,-23.91461,151.35145,Present,Yes,Sand,Boat - Diver,subtidal,2.378829956
21087,November,2015,Gladstone,-23.9138,151.34825,Present,Yes,Sand,Boat - Diver,subtidal,1.476580024
22610,November,2015,Gladstone,-23.91325,151.34015,Present,Yes,Sand,Helicopter,intertidal,0
21078,November,2015,Gladstone,-23.91173,151.34308,Present,Yes,Sand,Helicopter,subtidal,0.931330979
21076,November,2015,Gladstone,-23.91094,151.3408,Present,Yes,Sand,Helicopter,subtidal,0.634019017
22611,November,2015,Gladstone,-23.91012,151.33787,Present,Yes,Sand,Helicopter,intertidal,0
21091,November,2015,Gladstone,-23.90973,151.3459,Present,Yes,Sand,Boat - Diver,subtidal,2.661380053
21092,November,2015,Gladstone,-23.90873,151.34248,Present,Yes,Sand,Boat - Diver,subtidal,2.55302
21096,November,2015,Gladstone,-23.90841,151.34056,Present,Yes,Sand,Boat - Diver,subtidal,2.236000061
21079,November,2015,Gladstone,-23.90791,151.3381,Present,Yes,Sand,Helicopter,subtidal,0.913205981
21095,November,2015,Gladstone,-23.90612,151.34174,Present,Yes,Sand,Boat - Diver,subtidal,2.627599955
21103,November,2015,Gladstone,-23.90364,151.33747,Present,Yes,Sand,Boat - Diver,subtidal,2.219860077
21102,November,2015,Gladstone,-23.90169,151.33849,Present,Yes,Mud,Boat - Diver,subtidal,2.738070011
21080,November,2015,Gladstone,-23.90146,151.33408,Present,Yes,Sand,Helicopter,subtidal,1.012150049
21104,November,2015,Gladstone,-23.89992,151.33691,Present,Yes,Sand,Boat - Diver,subtidal,2.534120083
21105,November,2015,Gladstone,-23.89773,151.33532,Present,Yes,Sand,Boat - Diver,subtidal,2.373869896
21081,November,2015,Gladstone,-23.89674,151.33235,Present,Yes,Sand,Helicopter,subtidal,0.584686995
21108,November,2015,Gladstone,-23.89442,151.33373,Present,Yes,Sand,Boat - Diver,subtidal,2.54482007
21082,November,2015,Gladstone,-23.8925,151.3318,Present,Yes,Sand,Helicopter,subtidal,0.870149016
21083,November,2015,Gladstone,-23.88752,151.33015,Present,Yes,Sand,Helicopter,subtidal,1.084779978
24218,November,2015,Gladstone,-23.8845,151.33078,Present,Yes,Sand,Boat - Diver,subtidal,2.804630041
24203,November,2015,Gladstone,-23.88244,151.32896,Present,Yes,Sand,Helicopter,subtidal,1.233139992
26853,November,2015,Gladstone,-23.88218,151.32677,Present,Yes,Sand,Helicopter,intertidal,0
25905,November,2015,Gladstone,-23.87933,151.3275,Present,Yes,Sand,Boat - Diver,subtidal,0.612592995
26870,November,2015,Gladstone,-23.8782,151.32559,Present,Yes,Sand,Helicopter,intertidal,0
25904,November,2015,Gladstone,-23.87647,151.32835,Present,Yes,Sand,Helicopter,subtidal,1.076320052
25695,November,2015,Gladstone,-23.87262,151.32305,Present,Yes,Sand,Helicopter,subtidal,1.04211998
25696,November,2015,Gladstone,-23.87066,151.32635,Present,Yes,Mud,Helicopter,subtidal,1.05666995
26779,November,2015,Gladstone,-23.86976,151.32342,Present,Yes,Mud,Helicopter,intertidal,0
29937,November,2015,Gladstone,-23.86479,151.32756,Present,Yes,Sand,Helicopter,subtidal,0.520676017
30185,November,2015,Gladstone,-23.86449,151.32525,Present,Yes,Mud,Helicopter,intertidal,0
30255,November,2015,Gladstone,-23.86232,151.32591,Present,Yes,Sand,Helicopter,intertidal,0
29507,November,2015,Gladstone,-23.85974,151.32605,Present,Yes,Sand,Helicopter,subtidal,2.756409884
29508,November,2015,Gladstone,-23.85746,151.32306,Present,Yes,Sand,Helicopter,subtidal,2.066299915
29509,November,2015,Gladstone,-23.85513,151.319,Present,Yes,Sand,Helicopter,subtidal,3.866669893
29510,November,2015,Gladstone,-23.85443,151.31766,Present,Yes,Mud,Helicopter,subtidal,0
29713,November,2015,Gladstone,-23.85441,151.31662,Present,Yes,Sand,Helicopter,intertidal,0
29704,November,2015,Gladstone,-23.85409,151.31577,Present,Yes,Mud,Helicopter,intertidal,0
29511,November,2015,Gladstone,-23.85401,151.31698,Present,Yes,Sand,Helicopter,subtidal,2.95855999
25852,November,2015,Gladstone,-23.85387,151.29786,Present,Yes,Sand,Helicopter,subtidal,0.943059981
29705,November,2015,Gladstone,-23.85376,151.31488,Present,Yes,Sand,Helicopter,intertidal,0
22531,November,2015,Gladstone,-23.85363,151.31392,Present,Yes,Sand,Helicopter,intertidal,0
29512,November,2015,Gladstone,-23.85362,151.31619,Present,Yes,Sand,Helicopter,subtidal,3.723350048
29513,November,2015,Gladstone,-23.85328,151.31516,Present,Yes,Sand,Helicopter,subtidal,4.128240108
29514,November,2015,Gladstone,-23.85312,151.31431,Present,Yes,Sand,Helicopter,subtidal,2.507090092
24207,November,2015,Gladstone,-23.85265,151.28995,Present,Yes,Mud,Helicopter,subtidal,1.041820049
22476,November,2015,Gladstone,-23.85263,151.3121,Present,Yes,Mud,Helicopter,intertidal,0
24209,November,2015,Gladstone,-23.85155,151.28384,Present,Yes,Mud,Helicopter,subtidal,1.083920002
24336,November,2015,Gladstone,-23.82203,151.29633,Present,Yes,Sand,Helicopter,subtidal,1.186929941
24338,November,2015,Gladstone,-23.8199,151.29708,Present,Yes,Sand,Helicopter,subtidal,1.342149973
24241,November,2015,Gladstone,-23.81722,151.299,Present,Yes,Sand,Boat - Grab,subtidal,1.399639964
24339,November,2015,Gladstone,-23.81683,151.29643,Present,Yes,Sand,Helicopter,subtidal,1.173519969
11075,November,2015,Gladstone,-23.81419,151.29601,Present,Yes,Sand,Helicopter,subtidal,1.295289993
11109,November,2015,Gladstone,-23.81397,151.29269,Present,Yes,Shell,Helicopter,subtidal,0.579244018
12541,November,2015,Gladstone,-23.81144,151.28896,Present,Yes,Mud,Helicopter,intertidal,0
11110,November,2015,Gladstone,-23.81143,151.29026,Present,Yes,Mud,Helicopter,subtidal,0.669964015
11076,November,2015,Gladstone,-23.81134,151.29421,Present,Yes,Sand,Helicopter,subtidal,1.345340014
11111,November,2015,Gladstone,-23.81108,151.29133,Present,Yes,Sand,Helicopter,subtidal,0.540054977
11112,November,2015,Gladstone,-23.80929,151.29015,Present,Yes,Mud,Helicopter,subtidal,0.827898979
11077,November,2015,Gladstone,-23.80907,151.29242,Present,Yes,Mud,Helicopter,subtidal,1.197600007
17207,November,2015,Gladstone,-23.80683,151.28144,Present,Yes,Mud,Helicopter,subtidal,1.095090032
11113,November,2015,Gladstone,-23.80661,151.28893,Present,Yes,Mud,Helicopter,subtidal,0.035587501
11078,November,2015,Gladstone,-23.80651,151.29141,Present,Yes,Sand,Helicopter,subtidal,1.29903996
11114,November,2015,Gladstone,-23.80453,151.28892,Present,Yes,Sand,Helicopter,subtidal,0
11060,November,2015,Gladstone,-23.80426,151.30049,Present,Yes,Mud,Boat - Grab,subtidal,1.319569945
11083,November,2015,Gladstone,-23.80398,151.2972,Present,Yes,Sand,Helicopter,subtidal,1.756469965
11079,November,2015,Gladstone,-23.80377,151.29033,Present,Yes,Sand,Helicopter,subtidal,1.229460001
11082,November,2015,Gladstone,-23.80289,151.3009,Present,Yes,Mud,Helicopter,subtidal,1.162089944
11115,November,2015,Gladstone,-23.80196,151.28748,Present,Yes,Sand,Helicopter,subtidal,0.48130399
11081,November,2015,Gladstone,-23.80159,151.30501,Present,Yes,Mud,Helicopter,subtidal,1.265480042
24262,November,2015,Gladstone,-23.80158,151.30892,Present,Yes,Sand,Helicopter,subtidal,1.402320027
11084,November,2015,Gladstone,-23.80039,151.29706,Present,Yes,Sand,Helicopter,subtidal,1.087749958
11086,November,2015,Gladstone,-23.79962,151.30554,Present,Yes,Mud,Helicopter,subtidal,1.419700027
11085,November,2015,Gladstone,-23.79877,151.30156,Present,Yes,Mud,Helicopter,subtidal,1.094120026
24261,November,2015,Gladstone,-23.79746,151.30878,Present,Yes,Sand,Helicopter,subtidal,1.331480026
11087,November,2015,Gladstone,-23.79647,151.30578,Present,Yes,Sand,Helicopter,subtidal,0.825402975
24263,November,2015,Gladstone,-23.79467,151.30208,Present,Yes,Mud,Helicopter,subtidal,1.293159962
24250,November,2015,Gladstone,-23.79314,151.29763,Present,Yes,Mud,Helicopter,subtidal,1.290529966
24251,November,2015,Gladstone,-23.79207,151.30041,Present,Yes,Mud,Helicopter,subtidal,1.763059974
24264,November,2015,Gladstone,-23.79094,151.30376,Present,Yes,Sand,Helicopter,subtidal,1.278509974
24259,November,2015,Gladstone,-23.79018,151.30949,Present,Yes,Sand,Helicopter,subtidal,1.083699942
25204,November,2015,Gladstone,-23.78961,151.30664,Present,Yes,Mud,Helicopter,intertidal,0
24252,November,2015,Gladstone,-23.78692,151.30239,Present,Yes,Sand,Helicopter,subtidal,1.579660058
25170,November,2015,Gladstone,-23.78211,151.29798,Present,Yes,Sand,Helicopter,intertidal,0
24270,November,2015,Gladstone,-23.78155,151.31779,Present,Yes,Sand,Helicopter,subtidal,0.785207987
24253,November,2015,Gladstone,-23.78136,151.30175,Present,Yes,Sand,Helicopter,subtidal,1.373860002
24325,November,2015,Gladstone,-23.77763,151.29856,Present,Yes,Mud,Helicopter,subtidal,0.794368982
24300,November,2015,Gladstone,-23.77104,151.3097,Present,Yes,Sand,Boat - Diver,subtidal,1.384279966
21231,November,2016,Gladstone,-23.93106,151.35799,Present,Yes,Mud,Boat - Diver,subtidal,0.956991971
21458,November,2016,Gladstone,-23.92645,151.3582,Present,Yes,Sand,Boat - Diver,subtidal,0.716567993
21447,November,2016,Gladstone,-23.92566,151.35422,Present,Yes,Sand,Helicopter,subtidal,0.708061993
22587,November,2016,Gladstone,-23.92199,151.35272,Present,Yes,Sand,Helicopter,intertidal,0
22588,November,2016,Gladstone,-23.91737,151.34669,Present,Yes,Sand,Helicopter,intertidal,0
21452,November,2016,Gladstone,-23.91663,151.34826,Present,Yes,Sand,Helicopter,subtidal,0.940743029
21454,November,2016,Gladstone,-23.9158,151.34639,Present,Yes,Sand,Helicopter,subtidal,0.856256008
22649,November,2016,Gladstone,-23.91568,151.34267,Present,Yes,Sand,Helicopter,intertidal,0
21121,November,2016,Gladstone,-23.91454,151.35204,Present,Yes,Sand,Boat - Diver,subtidal,2.710649967
21455,November,2016,Gladstone,-23.91447,151.34434,Present,Yes,Sand,Helicopter,subtidal,0.875958025
21113,November,2016,Gladstone,-23.91237,151.34284,Present,Yes,Sand,Helicopter,subtidal,0.806065023
21126,November,2016,Gladstone,-23.91055,151.34511,Present,Yes,Sand,Boat - Diver,subtidal,2.303080082
21114,November,2016,Gladstone,-23.91008,151.34075,Present,Yes,Sand,Helicopter,subtidal,0.967882991
21115,November,2016,Gladstone,-23.90857,151.33825,Present,Yes,Sand,Helicopter,subtidal,0.66997999
21129,November,2016,Gladstone,-23.90727,151.34302,Present,Yes,Sand,Boat - Diver,subtidal,2.730849981
21116,November,2016,Gladstone,-23.90523,151.33586,Present,Yes,Sand,Helicopter,subtidal,0.864239991
21130,November,2016,Gladstone,-23.90516,151.33942,Present,Yes,Sand,Boat - Diver,subtidal,2.784889936
21117,November,2016,Gladstone,-23.90199,151.33423,Present,Yes,Sand,Helicopter,subtidal,0.630698979
21133,November,2016,Gladstone,-23.90167,151.33797,Present,Yes,Sand,Boat - Diver,subtidal,2.500699997
28020,November,2016,Gladstone,-23.89879,151.33304,Present,Yes,Sand,Helicopter,subtidal,0.715851009
21134,November,2016,Gladstone,-23.89736,151.33577,Present,Yes,Sand,Boat - Diver,subtidal,2.660559893
21118,November,2016,Gladstone,-23.89508,151.33184,Present,Yes,Sand,Helicopter,subtidal,0.591638029
21135,November,2016,Gladstone,-23.89479,151.3381,Present,Yes,Sand,"Boat - Diver, Grab",subtidal,4.281129837
21119,November,2016,Gladstone,-23.89186,151.33134,Present,Yes,Sand,Helicopter,subtidal,0.73594898
21120,November,2016,Gladstone,-23.88821,151.33033,Present,Yes,Sand,Helicopter,subtidal,0.615594029
24460,November,2016,Gladstone,-23.88465,151.3292,Present,Yes,Sand,Helicopter,subtidal,0.921756029
24461,November,2016,Gladstone,-23.88103,151.3287,Present,Yes,Sand,Helicopter,subtidal,1.081169963
19958,November,2016,Gladstone,-23.87994,151.31853,Present,Yes,Sand,Helicopter,subtidal,0.572905004
20683,November,2016,Gladstone,-23.8799,151.3197,Present,Yes,Mud,Helicopter,intertidal,0
26838,November,2016,Gladstone,-23.87989,151.32555,Present,Yes,Sand,Helicopter,intertidal,0
20652,November,2016,Gladstone,-23.8796,151.31725,Present,Yes,Mud,Helicopter,intertidal,0
19960,November,2016,Gladstone,-23.87865,151.31997,Present,Yes,Mud,Helicopter,subtidal,0.736564994
24462,November,2016,Gladstone,-23.87851,151.32814,Present,Yes,Sand,Helicopter,subtidal,0.76947403
20684,November,2016,Gladstone,-23.87824,151.31924,Present,Yes,Mud,Helicopter,intertidal,0
20749,November,2016,Gladstone,-23.87798,151.31778,Present,Yes,Sand,Helicopter,intertidal,0
25907,November,2016,Gladstone,-23.87637,151.32836,Present,Yes,Sand,Helicopter,subtidal,1.050330043
20611,November,2016,Gladstone,-23.87592,151.32105,Present,Yes,Mud,Helicopter,intertidal,0
25908,November,2016,Gladstone,-23.87382,151.32858,Present,Yes,Sand,Helicopter,subtidal,0.791670978
20577,November,2016,Gladstone,-23.87377,151.32045,Present,Yes,Sand,Helicopter,intertidal,0
30337,November,2016,Gladstone,-23.86743,151.36236,Present,Yes,Sand,Boat - Diver,subtidal,1.824190021
30142,November,2016,Gladstone,-23.86726,151.3217,Present,Yes,Sand,Helicopter,intertidal,0
30335,November,2016,Gladstone,-23.8661,151.36278,Present,Yes,Mud,Helicopter,subtidal,0.616632998
30108,November,2016,Gladstone,-23.86432,151.32837,Present,Yes,Sand,Helicopter,intertidal,0
30340,November,2016,Gladstone,-23.86389,151.36238,Present,Yes,Sand,Boat - Unspecified,subtidal,0.668986022
30109,November,2016,Gladstone,-23.86388,151.32652,Present,Yes,Sand,Helicopter,intertidal,0
30262,November,2016,Gladstone,-23.86292,151.32357,Present,Yes,Sand,Helicopter,intertidal,0
27229,November,2016,Gladstone,-23.86148,151.36185,Present,Yes,Mud,Boat - Diver,subtidal,0.63172102
29520,November,2016,Gladstone,-23.85931,151.32493,Present,Yes,Sand,Helicopter,subtidal,2.147609949
30264,November,2016,Gladstone,-23.85879,151.31976,Present,Yes,Sand,Helicopter,intertidal,0
25711,November,2016,Gladstone,-23.85826,151.30125,Present,Yes,Mud,Helicopter,subtidal,1.687440038
29523,November,2016,Gladstone,-23.85738,151.32314,Present,Yes,Sand,Boat - Grab,subtidal,2.066299915
19961,November,2016,Gladstone,-23.85705,151.3063,Present,Yes,Mud,Helicopter,subtidal,1.912310004
19962,November,2016,Gladstone,-23.85611,151.30722,Present,Yes,Mud,Helicopter,subtidal,1.905439973
19963,November,2016,Gladstone,-23.85484,151.3086,Present,Yes,Mud,Helicopter,subtidal,1.846989989
24466,November,2016,Gladstone,-23.85368,151.29364,Present,Yes,Sand,Helicopter,subtidal,0.885899007
29529,November,2016,Gladstone,-23.85353,151.31625,Present,Yes,Mud,Boat - Grab,subtidal,4.695280075
25707,November,2016,Gladstone,-23.85349,151.30991,Present,Yes,Mud,Helicopter,subtidal,2.11748004
24464,November,2016,Gladstone,-23.85334,151.29776,Present,Yes,Sand,Helicopter,subtidal,1.119420052
24465,November,2016,Gladstone,-23.85319,151.29555,Present,Yes,Mud,Helicopter,subtidal,0.860468984
24468,November,2016,Gladstone,-23.85295,151.28861,Present,Yes,Mud,Helicopter,subtidal,1.141059995
24426,November,2016,Gladstone,-23.82456,151.30517,Present,Yes,Sand,Boat - Diver,subtidal,2.58791995
24424,November,2016,Gladstone,-23.82339,151.30233,Present,Yes,Mud,Boat - Grab,subtidal,2.037539959
29901,November,2016,Gladstone,-23.82227,151.31539,Present,Yes,Mud,Boat - Diver,subtidal,1.960690022
24372,November,2016,Gladstone,-23.81843,151.29503,Present,Yes,Sand,Helicopter,subtidal,1.101400018
24373,November,2016,Gladstone,-23.81608,151.29539,Present,Yes,Sand,Helicopter,subtidal,0.954078019
11201,November,2016,Gladstone,-23.81451,151.29304,Present,Yes,Mud,Helicopter,subtidal,0.671196997
11122,November,2016,Gladstone,-23.81431,151.29583,Present,Yes,Sand,Helicopter,subtidal,1.273609996
11123,November,2016,Gladstone,-23.812,151.29455,Present,Yes,Sand,Helicopter,subtidal,1.435649991
11200,November,2016,Gladstone,-23.81181,151.29164,Present,Yes,Mud,Helicopter,subtidal,0.565913022
11249,November,2016,Gladstone,-23.81162,151.29704,Present,Yes,Sand,Boat - Diver,subtidal,1.775850058
11124,November,2016,Gladstone,-23.80949,151.29283,Present,Yes,Sand,Helicopter,subtidal,1.201660037
11199,November,2016,Gladstone,-23.80942,151.29033,Present,Yes,Mud,Helicopter,subtidal,0.827898979
11125,November,2016,Gladstone,-23.80651,151.29103,Present,Yes,Sand,Helicopter,subtidal,1.17603004
11245,November,2016,Gladstone,-23.8055,151.2931,Present,Yes,Mud,Boat - Diver,subtidal,1.440680027
11126,November,2016,Gladstone,-23.80398,151.29044,Present,Yes,Sand,Helicopter,subtidal,1.193160057
11193,November,2016,Gladstone,-23.80335,151.29802,Present,Yes,Mud,Helicopter,subtidal,1.257719994
11127,November,2016,Gladstone,-23.80185,151.28862,Present,Yes,Mud,Helicopter,subtidal,1.006500006
11196,November,2016,Gladstone,-23.80164,151.30186,Present,Yes,Mud,Helicopter,subtidal,1.497050047
24448,November,2016,Gladstone,-23.80164,151.30819,Present,Yes,Sand,Helicopter,subtidal,1.315739989
11194,November,2016,Gladstone,-23.80087,151.29776,Present,Yes,Mud,Helicopter,subtidal,0.922158003
11197,November,2016,Gladstone,-23.79995,151.30517,Present,Yes,Mud,Helicopter,subtidal,0.695128977
24449,November,2016,Gladstone,-23.79774,151.30851,Present,Yes,Mud,Helicopter,subtidal,1.303900003
24491,November,2016,Gladstone,-23.79717,151.31944,Present,Yes,Mud,Boat - Diver,subtidal,1.379909992
11198,November,2016,Gladstone,-23.79593,151.30556,Present,Yes,Mud,Helicopter,subtidal,0.789542019
11192,November,2016,Gladstone,-23.79584,151.30176,Present,Yes,Mud,Helicopter,subtidal,1.198130012
24456,November,2016,Gladstone,-23.79532,151.31689,Present,Yes,Mud,Helicopter,subtidal,0.680341005
24450,November,2016,Gladstone,-23.79352,151.30822,Present,Yes,Mud,Helicopter,subtidal,0.899564028
24457,November,2016,Gladstone,-23.79292,151.30597,Present,Yes,Mud,Helicopter,subtidal,0.556526005
24455,November,2016,Gladstone,-23.79159,151.31559,Present,Yes,Mud,Helicopter,subtidal,0.885375977
24451,November,2016,Gladstone,-23.79015,151.30899,Present,Yes,Mud,Helicopter,subtidal,0.834124982
25206,November,2016,Gladstone,-23.78928,151.30677,Present,Yes,Mud,Helicopter,intertidal,0
24443,November,2016,Gladstone,-23.78917,151.30451,Present,Yes,Sand,Helicopter,subtidal,1.020969987
24452,November,2016,Gladstone,-23.78913,151.31402,Present,Yes,Mud,Helicopter,subtidal,0.925249994
24454,November,2016,Gladstone,-23.7881,151.30928,Present,Yes,Mud,Helicopter,subtidal,0.759965003
24453,November,2016,Gladstone,-23.7869,151.31284,Present,Yes,Mud,Helicopter,subtidal,0.92268002
24444,November,2016,Gladstone,-23.78612,151.30944,Present,Yes,Mud,Helicopter,subtidal,0.836647987
25205,November,2016,Gladstone,-23.78609,151.30643,Present,Yes,Mud,Helicopter,intertidal,0
24445,November,2016,Gladstone,-23.78494,151.31321,Present,Yes,Mud,Helicopter,subtidal,1.166810036
24446,November,2016,Gladstone,-23.783,151.31705,Present,Yes,Mud,Helicopter,subtidal,0.784407973
24434,November,2016,Gladstone,-23.78053,151.30135,Present,Yes,Sand,Helicopter,subtidal,1.398769975
24400,November,2016,Gladstone,-23.78027,151.3194,Present,Yes,Sand,Boat - Diver,subtidal,1.607609987
24414,November,2016,Gladstone,-23.77804,151.31393,Present,Yes,Mud,Boat - Diver,subtidal,1.482540011
24435,November,2016,Gladstone,-23.778,151.30377,Present,Yes,Sand,Helicopter,subtidal,1.43204999
24436,November,2016,Gladstone,-23.77756,151.3067,Present,Yes,Sand,Helicopter,subtidal,1.419870019
24830,November,2016,Gladstone,-23.76657,151.33184,Present,Yes,Sand,Helicopter,intertidal,0
21235,November,2017,Gladstone,-23.932078,151.355452,Present,Yes,Sand,Helicopter,subtidal,1.136389971
21236,November,2017,Gladstone,-23.930188,151.354128,Present,Yes,Sand,Helicopter,subtidal,0.407745987
21234,November,2017,Gladstone,-23.928843,151.356507,Present,Yes,Rock,Helicopter,subtidal,0.854187012
22666,November,2017,Gladstone,-23.927588,151.35325,Present,Yes,Sand,Helicopter,intertidal,0
21467,November,2017,Gladstone,-23.926225,151.35614,Present,Yes,Sand,Helicopter,subtidal,0.295762002
22650,November,2017,Gladstone,-23.92391,151.352033,Present,Yes,Sand,Helicopter,intertidal,0
22590,November,2017,Gladstone,-23.920122,151.349778,Present,Yes,Sand,Helicopter,intertidal,0
21460,November,2017,Gladstone,-23.91797,151.348248,Present,Yes,Sand,Helicopter,subtidal,0.699461997
22589,November,2017,Gladstone,-23.916532,151.345452,Present,Yes,Sand,Helicopter,intertidal,0
22652,November,2017,Gladstone,-23.915423,151.342102,Present,Yes,Sand,Helicopter,intertidal,0
22551,November,2017,Gladstone,-23.915078,151.341722,Present,Yes,Sand,Helicopter,intertidal,0
21148,November,2017,Gladstone,-23.914552,151.347797,Present,Yes,Sand,Boat - Camera,subtidal,1.608070016
21147,November,2017,Gladstone,-23.914398,151.35188,Present,Yes,Sand,Boat - Camera,subtidal,2.676179886
21152,November,2017,Gladstone,-23.911378,151.345612,Present,Yes,Sand,"Boat - Camera, Diver, Grab",subtidal,2.451950073
21145,November,2017,Gladstone,-23.91052,151.341318,Present,Yes,Sand,Helicopter,subtidal,0.791566014
21144,November,2017,Gladstone,-23.908847,151.338042,Present,Yes,Sand,Helicopter,subtidal,0.613290012
21153,November,2017,Gladstone,-23.908238,151.343097,Present,Yes,Sand,Boat - Diver,subtidal,2.602390051
21143,November,2017,Gladstone,-23.90558,151.335657,Present,Yes,Sand,Helicopter,subtidal,0.460799992
21154,November,2017,Gladstone,-23.90542,151.339167,Present,Yes,Sand,Boat - Diver,subtidal,2.858589888
21159,November,2017,Gladstone,-23.903573,151.342575,Present,Yes,Sand,Boat - Diver,subtidal,2.60168004
21142,November,2017,Gladstone,-23.902033,151.333942,Present,Yes,Sand,Helicopter,subtidal,0.460967988
21155,November,2017,Gladstone,-23.901333,151.336852,Present,Yes,Sand,Boat - Diver,subtidal,2.554219961
21156,November,2017,Gladstone,-23.896693,151.334968,Present,Yes,Sand,Boat - Diver,subtidal,2.706350088
22546,November,2017,Gladstone,-23.893918,151.331352,Present,Yes,Sand,Helicopter,intertidal,0
21140,November,2017,Gladstone,-23.88695,151.329493,Present,Yes,Sand,Helicopter,subtidal,0.599157989
24517,November,2017,Gladstone,-23.883262,151.328862,Present,Yes,Sand,Helicopter,subtidal,0.985886991
19990,November,2017,Gladstone,-23.880878,151.317828,Present,Yes,Sand,Helicopter,subtidal,0.563894987
24518,November,2017,Gladstone,-23.880737,151.330662,Present,Yes,Sand,Boat - Diver,subtidal,2.928590059
24516,November,2017,Gladstone,-23.879597,151.327973,Present,Yes,Sand,Helicopter,subtidal,0.667231023
24519,November,2017,Gladstone,-23.879593,151.33265,Present,Yes,Sand,Boat - Grab,subtidal,4.385630131
26839,November,2017,Gladstone,-23.879467,151.325505,Present,Yes,Sand,Helicopter,intertidal,0
20760,November,2017,Gladstone,-23.879453,151.316865,Present,Yes,Mud,Helicopter,intertidal,0
20687,November,2017,Gladstone,-23.879118,151.318633,Present,Yes,Rock,Helicopter,intertidal,0
20688,November,2017,Gladstone,-23.879032,151.320717,Present,Yes,Sand,Helicopter,intertidal,0
19992,November,2017,Gladstone,-23.877983,151.318287,Present,Yes,Mud,Helicopter,subtidal,0.557792008
20613,November,2017,Gladstone,-23.875307,151.321208,Present,Yes,Shell,Helicopter,intertidal,0
26873,November,2017,Gladstone,-23.87496,151.325343,Present,Yes,Sand,Helicopter,intertidal,0
25910,November,2017,Gladstone,-23.874495,151.328393,Present,Yes,Sand,Helicopter,subtidal,0.673515022
30345,November,2017,Gladstone,-23.86633,151.362463,Present,Yes,Sand,"Boat - Camera, Grab",subtidal,0.717850029
29939,November,2017,Gladstone,-23.865078,151.328275,Present,Yes,Sand,Helicopter,subtidal,0.439162999
29537,November,2017,Gladstone,-23.860505,151.326682,Present,Yes,Sand,Helicopter,subtidal,2.305569887
25719,November,2017,Gladstone,-23.858273,151.301083,Present,Yes,Mud,Helicopter,subtidal,1.076009989
29536,November,2017,Gladstone,-23.856973,151.321895,Present,Yes,Sand,Helicopter,subtidal,1.721259952
29535,November,2017,Gladstone,-23.855188,151.319222,Present,Yes,Sand,Helicopter,subtidal,2.739710093
29768,November,2017,Gladstone,-23.853868,151.314797,Present,Yes,Mud,Helicopter,intertidal,0
24578,November,2017,Gladstone,-23.853743,151.293447,Present,Yes,Mud,Helicopter,subtidal,0.890205979
24580,November,2017,Gladstone,-23.853327,151.296887,Present,Yes,Mud,Helicopter,subtidal,0.818844974
24587,November,2017,Gladstone,-23.828715,151.342153,Present,Yes,Sand,Boat - Grab,subtidal,0.576201022
24600,November,2017,Gladstone,-23.82294,151.30245,Present,Yes,Mud,Boat - Diver,subtidal,2.118099928
24655,November,2017,Gladstone,-23.822298,151.297172,Present,Yes,Sand,Helicopter,subtidal,1.382629991
24596,November,2017,Gladstone,-23.822145,151.30698,Present,Yes,Mud,Boat - Diver,subtidal,1.807590008
24653,November,2017,Gladstone,-23.821657,151.294895,Present,Yes,Mud,Helicopter,subtidal,1.140750051
24656,November,2017,Gladstone,-23.819787,151.296525,Present,Yes,Mud,Helicopter,subtidal,1.13369
24601,November,2017,Gladstone,-23.819428,151.303605,Present,Yes,Mud,Boat - Diver,subtidal,1.824550033
24659,November,2017,Gladstone,-23.81921,151.298382,Present,Yes,Mud,Helicopter,subtidal,1.528159976
24657,November,2017,Gladstone,-23.817632,151.294617,Present,Yes,Mud,Helicopter,subtidal,0.836082995
24606,November,2017,Gladstone,-23.81718,151.29836,Present,Yes,Mud,Boat - Diver,subtidal,1.424589992
24658,November,2017,Gladstone,-23.815302,151.294902,Present,Yes,Mud,Helicopter,subtidal,1.070490003
11291,November,2017,Gladstone,-23.813493,151.297612,Present,Yes,Mud,Boat - Diver,subtidal,1.596310019
11323,November,2017,Gladstone,-23.81313,151.291497,Present,Yes,Mud,Helicopter,subtidal,0.594278991
11318,November,2017,Gladstone,-23.812968,151.293612,Present,Yes,Mud,Helicopter,subtidal,0.86413902
11295,November,2017,Gladstone,-23.811695,151.296048,Present,Yes,Mud,Boat - Diver,subtidal,1.639940023
11310,November,2017,Gladstone,-23.810707,151.290573,Present,Yes,Mud,Helicopter,subtidal,0.610750973
11319,November,2017,Gladstone,-23.81054,151.292813,Present,Yes,Mud,Helicopter,subtidal,1.112259984
11292,November,2017,Gladstone,-23.810392,151.298385,Present,Yes,Mud,Boat - Diver,subtidal,1.757670045
11294,November,2017,Gladstone,-23.80883,151.296395,Present,Yes,Mud,Boat - Diver,subtidal,1.662170053
11311,November,2017,Gladstone,-23.808658,151.28949,Present,Yes,Mud,Helicopter,subtidal,0.363512993
11320,November,2017,Gladstone,-23.808228,151.291897,Present,Yes,Mud,Helicopter,subtidal,1.46566999
